date,item,quantity,day_of_week,day_of_month,month,year,week_of_year,is_weekend,lag_1w_ago,lag_2w_ago,lag_3w_ago,lag_4w_ago,lag_1y_same_week,lag_2y_same_week,rolling_mean_operational,rolling_std_operational
2022-02-04,Danish,7.0,4,4,2,2022,5,0,22.0,17.0,33.0,22.0,30.3,30.3,21.75,1.71
2022-02-04,Croissant,9.0,4,4,2,2022,5,0,55.0,44.0,73.0,52.0,54.09,54.09,47.75,17.37
2022-02-05,Croissant,48.0,5,5,2,2022,5,1,60.0,43.0,60.0,55.0,54.09,54.09,36.25,24.66
2022-02-05,Danish,33.0,5,5,2,2022,5,1,24.0,16.0,34.0,34.0,30.3,30.3,18.0,7.53
2022-02-06,Croissant,51.0,6,6,2,2022,5,1,54.0,35.0,36.0,12.0,54.09,54.09,33.25,21.31
2022-02-06,Danish,24.0,6,6,2,2022,5,1,20.0,16.0,29.0,5.0,30.3,30.3,20.25,10.63
2022-02-10,Croissant,27.0,3,10,2,2022,6,0,22.0,34.0,42.0,34.0,54.09,54.09,32.5,20.37
2022-02-10,Danish,14.0,3,10,2,2022,6,0,21.0,6.0,20.0,22.0,30.3,30.3,21.25,10.78
2022-02-11,Croissant,52.0,4,11,2,2022,6,0,9.0,55.0,44.0,73.0,54.09,54.09,33.75,19.65
2022-02-11,Danish,25.0,4,11,2,2022,6,0,7.0,22.0,17.0,33.0,30.3,30.3,19.5,11.39
2022-02-12,Croissant,66.0,5,12,2,2022,6,1,48.0,60.0,43.0,60.0,54.09,54.09,44.5,11.79
2022-02-12,Danish,33.0,5,12,2,2022,6,1,33.0,24.0,16.0,34.0,30.3,30.3,24.0,7.79
2022-02-13,Danish,17.0,6,13,2,2022,6,1,24.0,20.0,16.0,29.0,30.3,30.3,24.0,7.79
2022-02-13,Croissant,43.0,6,13,2,2022,6,1,51.0,54.0,35.0,36.0,54.09,54.09,49.0,16.19
2022-02-17,Croissant,41.0,3,17,2,2022,7,0,27.0,22.0,34.0,42.0,54.09,54.09,47.0,16.35
2022-02-17,Danish,18.0,3,17,2,2022,7,0,14.0,21.0,6.0,20.0,30.3,30.3,22.25,8.54
2022-02-18,Croissant,26.0,4,18,2,2022,7,0,52.0,9.0,55.0,44.0,54.09,54.09,50.5,11.39
2022-02-18,Danish,7.0,4,18,2,2022,7,0,25.0,7.0,22.0,17.0,30.3,30.3,23.25,7.41
2022-02-19,Croissant,74.0,5,19,2,2022,7,1,66.0,48.0,60.0,43.0,54.09,54.09,44.0,16.51
2022-02-19,Danish,34.0,5,19,2,2022,7,1,33.0,33.0,24.0,16.0,30.3,30.3,18.75,10.72
2022-02-20,Croissant,46.0,6,20,2,2022,7,1,43.0,51.0,54.0,35.0,54.09,54.09,46.0,20.15
2022-02-20,Danish,24.0,6,20,2,2022,7,1,17.0,24.0,20.0,16.0,30.3,30.3,19.0,11.17
2022-02-24,Croissant,40.0,3,24,2,2022,8,0,41.0,27.0,22.0,34.0,54.09,54.09,46.75,20.06
2022-02-24,Danish,26.0,3,24,2,2022,8,0,18.0,14.0,21.0,6.0,30.3,30.3,20.75,11.3
2022-02-25,Danish,15.0,4,25,2,2022,8,0,7.0,25.0,7.0,22.0,30.3,30.3,22.75,11.35
2022-02-25,Croissant,35.0,4,25,2,2022,8,0,26.0,52.0,9.0,55.0,54.09,54.09,46.5,20.16
2022-02-26,Danish,46.0,5,26,2,2022,8,1,34.0,33.0,33.0,24.0,30.3,30.3,24.75,7.8
2022-02-26,Croissant,89.0,5,26,2,2022,8,1,74.0,66.0,48.0,60.0,54.09,54.09,48.75,17.42
2022-02-27,Danish,25.0,6,27,2,2022,8,1,24.0,17.0,24.0,20.0,30.3,30.3,27.75,13.07
2022-02-27,Croissant,56.0,6,27,2,2022,8,1,46.0,43.0,51.0,54.0,54.09,54.09,52.5,24.75
2022-03-03,Danish,20.0,3,3,3,2022,9,0,26.0,18.0,14.0,21.0,30.3,30.3,28.0,12.99
2022-03-03,Croissant,40.0,3,3,3,2022,9,0,40.0,41.0,27.0,22.0,54.09,54.09,55.0,24.37
2022-03-04,Croissant,52.0,4,4,3,2022,9,0,35.0,26.0,52.0,9.0,54.09,54.09,55.0,24.37
2022-03-04,Danish,27.0,4,4,3,2022,9,0,15.0,7.0,25.0,7.0,30.3,30.3,26.5,13.63
2022-03-05,Danish,35.0,5,5,3,2022,9,1,46.0,34.0,33.0,33.0,30.3,30.3,29.5,11.39
2022-03-05,Croissant,54.0,5,5,3,2022,9,1,89.0,74.0,66.0,48.0,54.09,54.09,59.25,20.97
2022-03-06,Croissant,52.0,6,6,3,2022,9,1,56.0,46.0,43.0,51.0,54.09,54.09,50.5,7.19
2022-03-06,Danish,21.0,6,6,3,2022,9,1,25.0,24.0,17.0,24.0,30.3,30.3,26.75,6.24
2022-03-10,Danish,13.0,3,10,3,2022,10,0,20.0,26.0,18.0,14.0,30.3,30.3,25.75,6.9
2022-03-10,Croissant,35.0,3,10,3,2022,10,0,40.0,40.0,41.0,27.0,54.09,54.09,49.5,6.4
2022-03-11,Danish,26.0,4,11,3,2022,10,0,27.0,15.0,7.0,25.0,30.3,30.3,24.0,9.31
2022-03-11,Croissant,47.0,4,11,3,2022,10,0,52.0,35.0,26.0,52.0,54.09,54.09,48.25,8.88
2022-03-12,Danish,14.0,5,12,3,2022,10,1,35.0,46.0,34.0,33.0,30.3,30.3,23.75,9.22
2022-03-12,Croissant,40.0,5,12,3,2022,10,1,54.0,89.0,74.0,66.0,54.09,54.09,47.0,8.52
2022-03-13,Croissant,32.0,6,13,3,2022,10,1,52.0,56.0,46.0,43.0,54.09,54.09,43.5,7.51
2022-03-13,Danish,15.0,6,13,3,2022,10,1,21.0,25.0,24.0,17.0,30.3,30.3,18.5,6.14
2022-03-17,Danish,13.0,3,17,3,2022,11,0,13.0,20.0,26.0,18.0,30.3,30.3,17.0,6.06
2022-03-17,Croissant,31.0,3,17,3,2022,11,0,35.0,40.0,40.0,41.0,54.09,54.09,38.5,6.56
2022-03-18,Croissant,66.0,4,18,3,2022,11,0,47.0,52.0,35.0,26.0,54.09,54.09,37.5,7.51
2022-03-18,Danish,24.0,4,18,3,2022,11,0,26.0,27.0,15.0,7.0,30.3,30.3,17.0,6.06
2022-03-19,Danish,23.0,5,19,3,2022,11,1,14.0,35.0,46.0,34.0,30.3,30.3,16.5,5.07
2022-03-19,Croissant,48.0,5,19,3,2022,11,1,40.0,54.0,89.0,74.0,54.09,54.09,42.25,16.34
2022-03-20,Croissant,36.0,6,20,3,2022,11,1,32.0,52.0,56.0,46.0,54.09,54.09,44.25,16.46
2022-03-20,Danish,22.0,6,20,3,2022,11,1,15.0,21.0,25.0,24.0,30.3,30.3,18.75,5.56
2022-03-24,Croissant,21.0,3,24,3,2022,12,0,31.0,35.0,40.0,40.0,54.09,54.09,45.25,15.56
2022-03-24,Danish,21.0,3,24,3,2022,12,0,13.0,13.0,20.0,26.0,30.3,30.3,20.5,5.07
2022-03-25,Croissant,50.0,4,25,3,2022,12,0,66.0,47.0,52.0,35.0,54.09,54.09,42.75,19.03
2022-03-25,Danish,24.0,4,25,3,2022,12,0,24.0,26.0,27.0,15.0,30.3,30.3,22.5,1.29
2022-03-26,Croissant,64.0,5,26,3,2022,12,1,48.0,40.0,54.0,89.0,54.09,54.09,38.75,13.35
2022-03-26,Danish,31.0,5,26,3,2022,12,1,23.0,14.0,35.0,46.0,30.3,30.3,22.5,1.29
2022-03-27,Danish,27.0,6,27,3,2022,12,1,22.0,15.0,21.0,25.0,30.3,30.3,24.5,4.51
2022-03-27,Croissant,41.0,6,27,3,2022,12,1,36.0,32.0,52.0,56.0,54.09,54.09,42.75,18.46
2022-03-31,Danish,12.0,3,31,3,2022,13,0,21.0,13.0,13.0,20.0,30.3,30.3,25.75,4.27
2022-03-31,Croissant,21.0,3,31,3,2022,13,0,21.0,31.0,35.0,40.0,54.09,54.09,44.0,18.02
2022-04-01,Danish,9.0,4,1,4,2022,13,0,24.0,24.0,26.0,27.0,30.3,30.3,23.5,8.19
2022-04-01,Croissant,30.0,4,1,4,2022,13,0,50.0,66.0,47.0,52.0,54.09,54.09,44.0,18.02
2022-04-02,Danish,28.0,5,2,4,2022,13,1,31.0,23.0,14.0,35.0,30.3,30.3,19.75,10.87
2022-04-02,Croissant,63.0,5,2,4,2022,13,1,64.0,48.0,40.0,54.0,54.09,54.09,39.0,18.57
2022-04-03,Danish,11.0,6,3,4,2022,13,1,27.0,22.0,15.0,21.0,30.3,30.3,19.0,9.9
2022-04-03,Croissant,36.0,6,3,4,2022,13,1,41.0,36.0,32.0,52.0,54.09,54.09,38.75,18.12
2022-04-07,Danish,10.0,3,7,4,2022,14,0,12.0,21.0,13.0,13.0,30.3,30.3,15.0,8.76
2022-04-07,Croissant,34.0,3,7,4,2022,14,0,21.0,21.0,31.0,35.0,54.09,54.09,37.5,18.08
2022-04-08,Danish,26.0,4,8,4,2022,14,0,9.0,24.0,24.0,26.0,30.3,30.3,14.5,9.04
2022-04-08,Croissant,58.0,4,8,4,2022,14,0,30.0,50.0,66.0,47.0,54.09,54.09,40.75,15.04
2022-04-09,Danish,41.0,5,9,4,2022,14,1,28.0,31.0,23.0,14.0,30.3,30.3,18.75,9.57
2022-04-09,Croissant,68.0,5,9,4,2022,14,1,63.0,64.0,48.0,40.0,54.09,54.09,47.75,14.89
2022-04-10,Danish,25.0,6,10,4,2022,14,1,11.0,27.0,22.0,15.0,30.3,30.3,22.0,14.63
2022-04-10,Croissant,44.0,6,10,4,2022,14,1,36.0,41.0,36.0,32.0,54.09,54.09,49.0,16.69
2022-04-14,Danish,10.0,3,14,4,2022,15,0,10.0,12.0,21.0,13.0,30.3,30.3,25.5,12.66
2022-04-14,Croissant,34.0,3,14,4,2022,15,0,34.0,21.0,21.0,31.0,54.09,54.09,51.0,15.01
2022-04-15,Danish,29.0,4,15,4,2022,15,0,26.0,9.0,24.0,24.0,30.3,30.3,30.67,8.96
2022-04-15,Croissant,41.0,4,15,4,2022,15,0,58.0,30.0,50.0,66.0,54.09,54.09,56.67,12.06
2022-04-16,Croissant,64.0,5,16,4,2022,15,1,68.0,63.0,64.0,48.0,54.09,54.09,51.0,14.8
2022-04-16,Danish,33.0,5,16,4,2022,15,1,41.0,28.0,31.0,23.0,30.3,30.3,31.67,8.33
2022-04-17,Croissant,44.0,6,17,4,2022,15,1,44.0,36.0,41.0,36.0,54.09,54.09,49.67,12.5
2022-04-17,Danish,25.0,6,17,4,2022,15,1,25.0,11.0,27.0,22.0,30.3,30.3,29.0,4.0
2022-04-21,Croissant,51.0,3,21,4,2022,16,0,34.0,34.0,21.0,21.0,54.09,54.09,52.5,16.26
2022-04-21,Danish,23.0,3,21,4,2022,16,0,10.0,10.0,12.0,21.0,30.3,30.3,31.0,2.83
2022-04-22,Danish,27.0,4,22,4,2022,16,0,29.0,26.0,9.0,24.0,30.3,30.3,28.33,5.03
2022-04-22,Croissant,50.0,4,22,4,2022,16,0,41.0,58.0,30.0,50.0,54.09,54.09,52.0,11.53
2022-04-23,Croissant,59.0,5,23,4,2022,16,1,64.0,68.0,63.0,64.0,54.09,54.09,55.0,7.81
2022-04-23,Danish,38.0,5,23,4,2022,16,1,33.0,41.0,28.0,31.0,30.3,30.3,27.67,5.03
2022-04-24,Danish,19.0,6,24,4,2022,16,1,25.0,25.0,11.0,27.0,30.3,30.3,29.33,7.77
2022-04-24,Croissant,59.0,6,24,4,2022,16,1,44.0,44.0,36.0,41.0,54.09,54.09,53.33,4.93
2022-04-28,Danish,23.0,3,28,4,2022,17,0,23.0,10.0,10.0,12.0,30.3,30.3,26.75,8.18
2022-04-28,Croissant,40.0,3,28,4,2022,17,0,51.0,34.0,34.0,21.0,54.09,54.09,54.75,4.92
2022-04-29,Croissant,60.0,4,29,4,2022,17,0,50.0,41.0,58.0,30.0,54.09,54.09,52.0,9.06
2022-04-29,Danish,28.0,4,29,4,2022,17,0,27.0,29.0,26.0,9.0,30.3,30.3,26.75,8.18
2022-04-30,Croissant,80.0,5,30,4,2022,17,1,59.0,64.0,68.0,63.0,54.09,54.09,54.5,9.68
2022-04-30,Danish,31.0,5,30,4,2022,17,1,38.0,33.0,41.0,28.0,30.3,30.3,27.0,8.21
2022-05-01,Danish,16.0,6,1,5,2022,17,1,19.0,25.0,25.0,11.0,30.3,30.3,25.25,5.32
2022-05-01,Croissant,48.0,6,1,5,2022,17,1,59.0,44.0,44.0,36.0,54.09,54.09,59.75,16.34
2022-05-05,Croissant,34.0,3,5,5,2022,18,0,40.0,51.0,34.0,34.0,54.09,54.09,57.0,17.4
2022-05-05,Danish,20.0,3,5,5,2022,18,0,23.0,23.0,10.0,10.0,30.3,30.3,24.5,6.56
2022-05-06,Danish,25.0,4,6,5,2022,18,0,28.0,27.0,29.0,26.0,30.3,30.3,23.75,6.95
2022-05-06,Croissant,61.0,4,6,5,2022,18,0,60.0,50.0,41.0,58.0,54.09,54.09,55.5,19.49
2022-05-07,Danish,30.0,5,7,5,2022,18,1,31.0,38.0,33.0,41.0,30.3,30.3,23.0,6.48
2022-05-07,Croissant,65.0,5,7,5,2022,18,1,80.0,59.0,64.0,68.0,54.09,54.09,55.75,19.57
2022-05-08,Croissant,56.0,6,8,5,2022,18,1,48.0,59.0,44.0,44.0,54.09,54.09,52.0,14.02
2022-05-08,Danish,35.0,6,8,5,2022,18,1,16.0,19.0,25.0,25.0,30.3,30.3,22.75,6.08
2022-05-12,Croissant,42.0,3,12,5,2022,19,0,34.0,40.0,51.0,54.0,42.0,54.09,54.0,13.83
2022-05-12,Danish,39.0,3,12,5,2022,19,0,20.0,23.0,23.0,27.5,27.0,30.3,27.5,6.45
2022-05-13,Danish,35.0,4,13,5,2022,19,0,25.0,28.0,27.0,29.0,27.0,30.3,32.25,6.08
2022-05-13,Croissant,56.0,4,13,5,2022,19,0,61.0,60.0,50.0,41.0,61.0,54.09,56.0,10.03
2022-05-14,Danish,44.0,5,14,5,2022,19,1,30.0,31.0,38.0,33.0,59.0,30.3,34.75,3.69
2022-05-14,Croissant,74.0,5,14,5,2022,19,1,65.0,80.0,59.0,64.0,100.0,54.09,54.75,9.5
2022-05-15,Danish,32.0,6,15,5,2022,19,1,35.0,16.0,19.0,38.25,28.0,30.3,38.25,4.27
2022-05-15,Croissant,53.0,6,15,5,2022,19,1,56.0,48.0,59.0,57.0,53.0,54.09,57.0,13.11
2022-05-19,Croissant,46.0,3,19,5,2022,20,0,42.0,34.0,40.0,51.0,19.0,54.09,56.25,13.28
2022-05-19,Danish,19.0,3,19,5,2022,20,0,39.0,20.0,23.0,23.0,11.0,30.3,37.5,5.2
2022-05-20,Danish,23.0,4,20,5,2022,20,0,35.0,25.0,28.0,27.0,32.0,30.3,32.5,10.34
2022-05-20,Croissant,53.0,4,20,5,2022,20,0,56.0,61.0,60.0,50.0,52.0,54.09,57.25,11.93
2022-05-21,Danish,32.0,5,21,5,2022,20,1,44.0,30.0,31.0,38.0,37.0,30.3,29.5,11.09
2022-05-21,Croissant,124.0,5,21,5,2022,20,1,74.0,65.0,80.0,59.0,94.0,54.09,56.5,12.12
2022-05-22,Croissant,63.0,6,22,5,2022,20,1,53.0,56.0,48.0,59.0,47.0,54.09,69.0,36.81
2022-05-22,Danish,37.0,6,22,5,2022,20,1,32.0,35.0,16.0,19.0,10.0,30.3,26.5,6.56
2022-05-26,Croissant,46.0,3,26,5,2022,21,0,46.0,42.0,34.0,40.0,40.0,54.09,71.5,35.69
2022-05-26,Danish,26.0,3,26,5,2022,21,0,19.0,39.0,20.0,23.0,17.0,30.3,27.75,8.22
2022-05-27,Croissant,81.0,4,27,5,2022,21,0,53.0,56.0,61.0,60.0,80.0,54.09,71.5,35.69
2022-05-27,Danish,44.0,4,27,5,2022,21,0,23.0,35.0,25.0,28.0,36.0,30.3,29.5,6.24
2022-05-28,Croissant,110.0,5,28,5,2022,21,1,124.0,74.0,65.0,80.0,95.0,54.09,78.5,33.53
2022-05-28,Danish,59.0,5,28,5,2022,21,1,32.0,44.0,30.0,31.0,60.0,30.3,34.75,7.63
2022-05-29,Danish,55.0,6,29,5,2022,21,1,37.0,32.0,35.0,16.0,24.0,30.3,41.5,13.82
2022-05-29,Croissant,91.0,6,29,5,2022,21,1,63.0,53.0,56.0,48.0,66.0,54.09,75.0,27.36
2022-06-02,Croissant,38.0,3,2,6,2022,22,0,46.0,46.0,42.0,34.0,53.0,54.09,82.0,26.85
2022-06-02,Danish,19.0,3,2,6,2022,22,0,26.0,19.0,39.0,20.0,28.0,30.3,46.0,14.76
2022-06-03,Croissant,50.0,4,3,6,2022,22,0,81.0,53.0,56.0,61.0,47.0,54.09,80.0,30.47
2022-06-03,Danish,36.0,4,3,6,2022,22,0,44.0,23.0,35.0,25.0,22.0,30.3,44.25,17.99
2022-06-04,Danish,45.0,5,4,6,2022,22,1,59.0,32.0,44.0,30.0,38.0,30.3,42.25,18.46
2022-06-04,Croissant,70.0,5,4,6,2022,22,1,110.0,124.0,74.0,65.0,85.0,54.09,72.25,33.89
2022-06-05,Croissant,55.0,6,5,6,2022,22,1,91.0,63.0,53.0,56.0,33.0,54.09,62.25,23.27
2022-06-05,Danish,42.0,6,5,6,2022,22,1,55.0,37.0,32.0,35.0,8.0,30.3,38.75,15.28
2022-06-09,Croissant,39.0,3,9,6,2022,23,0,38.0,46.0,46.0,42.0,35.0,54.09,53.25,13.25
2022-06-09,Danish,36.0,3,9,6,2022,23,0,19.0,26.0,19.0,39.0,18.0,30.3,35.5,11.62
2022-06-10,Croissant,54.0,4,10,6,2022,23,0,50.0,81.0,53.0,56.0,49.0,54.09,53.5,12.87
2022-06-10,Danish,41.0,4,10,6,2022,23,0,36.0,44.0,23.0,35.0,27.0,30.3,39.75,4.5
2022-06-11,Danish,71.0,5,11,6,2022,23,1,45.0,59.0,32.0,44.0,24.0,30.3,41.0,3.74
2022-06-11,Croissant,145.0,5,11,6,2022,23,1,70.0,110.0,124.0,74.0,93.0,54.09,54.5,12.66
2022-06-12,Danish,47.0,6,12,6,2022,23,1,42.0,55.0,37.0,32.0,23.0,30.3,47.5,15.89
2022-06-12,Croissant,72.0,6,12,6,2022,23,1,55.0,91.0,63.0,53.0,42.0,54.09,73.25,48.39
2022-06-16,Danish,15.0,3,16,6,2022,24,0,36.0,19.0,26.0,19.0,15.0,30.3,48.75,15.5
2022-06-16,Croissant,42.0,3,16,6,2022,24,0,39.0,38.0,46.0,46.0,34.0,54.09,77.5,46.98
2022-06-17,Danish,37.0,4,17,6,2022,24,0,41.0,36.0,44.0,23.0,25.0,30.3,43.5,23.0
2022-06-17,Croissant,68.0,4,17,6,2022,24,0,54.0,50.0,81.0,53.0,51.0,54.09,78.25,46.18
2022-06-18,Danish,50.0,5,18,6,2022,24,1,71.0,45.0,59.0,32.0,50.0,30.3,42.5,23.23
2022-06-18,Croissant,122.0,5,18,6,2022,24,1,145.0,70.0,110.0,124.0,110.0,54.09,81.75,44.21
2022-06-19,Danish,26.0,6,19,6,2022,24,1,47.0,42.0,55.0,37.0,28.0,30.3,37.25,15.84
2022-06-19,Croissant,76.0,6,19,6,2022,24,1,72.0,55.0,91.0,63.0,67.0,54.09,76.0,33.43
2022-06-23,Danish,36.0,3,23,6,2022,25,0,15.0,36.0,19.0,26.0,11.0,30.3,32.0,14.99
2022-06-23,Croissant,86.0,3,23,6,2022,25,0,42.0,39.0,38.0,46.0,50.0,54.09,77.0,33.33
2022-06-24,Danish,28.0,4,24,6,2022,25,0,37.0,41.0,36.0,44.0,11.0,30.3,37.25,9.84
2022-06-24,Croissant,64.0,4,24,6,2022,25,0,68.0,54.0,50.0,81.0,65.0,54.09,88.0,23.83
2022-06-25,Croissant,93.0,5,25,6,2022,25,1,122.0,145.0,70.0,110.0,84.0,54.09,87.0,25.01
2022-06-25,Danish,52.0,5,25,6,2022,25,1,50.0,71.0,45.0,59.0,24.0,30.3,35.0,10.89
2022-06-26,Danish,27.0,6,26,6,2022,25,1,26.0,47.0,42.0,55.0,10.0,30.3,35.5,11.82
2022-06-26,Croissant,44.0,6,26,6,2022,25,1,76.0,72.0,55.0,91.0,28.0,54.09,79.75,12.61
2022-06-30,Danish,36.0,3,30,6,2022,26,0,36.0,15.0,36.0,19.0,6.0,30.3,35.75,11.56
2022-06-30,Croissant,70.0,3,30,6,2022,26,0,86.0,42.0,39.0,38.0,53.0,54.09,71.75,22.25
2022-07-01,Croissant,80.0,4,1,7,2022,26,0,64.0,68.0,54.0,50.0,73.0,54.09,67.75,20.17
2022-07-01,Danish,42.0,4,1,7,2022,26,0,28.0,37.0,41.0,36.0,12.0,30.3,35.67,14.15
2022-07-02,Croissant,125.0,5,2,7,2022,26,1,93.0,122.0,145.0,70.0,111.0,54.09,71.75,20.76
2022-07-02,Danish,57.0,5,2,7,2022,26,1,52.0,50.0,71.0,45.0,12.0,30.3,40.33,12.58
2022-07-03,Croissant,51.0,6,3,7,2022,26,1,44.0,76.0,72.0,55.0,0.0,54.09,79.75,33.77
2022-07-03,Danish,63.0,6,3,7,2022,26,1,27.0,26.0,47.0,42.0,0.0,30.3,42.0,15.0
2022-07-07,Croissant,69.0,3,7,7,2022,27,0,70.0,86.0,42.0,39.0,42.0,54.09,81.5,31.4
2022-07-07,Danish,46.0,3,7,7,2022,27,0,36.0,36.0,15.0,36.0,10.0,30.3,54.0,10.82
2022-07-08,Danish,53.0,4,8,7,2022,27,0,42.0,28.0,37.0,41.0,30.0,30.3,52.0,9.7
2022-07-08,Croissant,90.0,4,8,7,2022,27,0,80.0,64.0,68.0,54.0,71.0,54.09,81.25,31.52
2022-07-09,Danish,53.0,5,9,7,2022,27,1,57.0,52.0,50.0,71.0,57.0,30.3,54.75,7.14
2022-07-09,Croissant,95.0,5,9,7,2022,27,1,125.0,93.0,122.0,145.0,108.0,54.09,83.75,31.78
2022-07-10,Croissant,87.0,6,10,7,2022,27,1,51.0,44.0,76.0,72.0,68.0,54.09,76.25,20.25
2022-07-10,Danish,49.0,6,10,7,2022,27,1,63.0,27.0,26.0,47.0,29.0,30.3,53.75,6.99
2022-07-14,Danish,45.0,3,14,7,2022,28,0,46.0,36.0,36.0,15.0,11.0,30.3,50.25,3.4
2022-07-14,Croissant,88.0,3,14,7,2022,28,0,69.0,70.0,86.0,42.0,26.0,54.09,85.25,11.32
2022-07-15,Croissant,49.0,4,15,7,2022,28,0,90.0,80.0,64.0,68.0,57.0,54.09,90.0,3.56
2022-07-15,Danish,17.0,4,15,7,2022,28,0,53.0,42.0,28.0,37.0,23.0,30.3,50.0,3.83
2022-07-16,Croissant,92.0,5,16,7,2022,28,1,95.0,125.0,93.0,122.0,99.0,54.09,79.75,20.81
2022-07-16,Danish,53.0,5,16,7,2022,28,1,53.0,57.0,52.0,50.0,31.0,30.3,41.0,16.33
2022-07-17,Croissant,54.0,6,17,7,2022,28,1,87.0,51.0,44.0,76.0,46.0,54.09,79.0,20.12
2022-07-17,Danish,53.0,6,17,7,2022,28,1,49.0,63.0,27.0,26.0,27.0,30.3,41.0,16.33
2022-07-21,Croissant,49.0,3,21,7,2022,29,0,88.0,69.0,70.0,86.0,66.0,54.09,70.75,22.38
2022-07-21,Danish,40.0,3,21,7,2022,29,0,45.0,46.0,36.0,36.0,12.0,30.3,42.0,17.09
2022-07-22,Danish,8.0,4,22,7,2022,29,0,17.0,53.0,42.0,28.0,31.0,30.3,40.75,16.98
2022-07-22,Croissant,118.0,4,22,7,2022,29,0,49.0,90.0,80.0,64.0,79.0,54.09,61.0,20.8
2022-07-23,Croissant,79.0,5,23,7,2022,29,1,92.0,95.0,125.0,93.0,86.0,54.09,78.25,32.72
2022-07-23,Danish,62.0,5,23,7,2022,29,1,53.0,53.0,57.0,52.0,14.0,30.3,38.5,21.24
2022-07-24,Croissant,46.0,6,24,7,2022,29,1,54.0,87.0,51.0,44.0,64.0,54.09,75.0,31.53
2022-07-24,Danish,48.0,6,24,7,2022,29,1,53.0,49.0,63.0,27.0,10.0,30.3,40.75,23.63
2022-07-28,Danish,40.0,3,28,7,2022,30,0,40.0,45.0,46.0,39.5,12.0,30.3,39.5,22.88
2022-07-28,Croissant,91.0,3,28,7,2022,30,0,49.0,88.0,69.0,70.0,42.0,54.09,73.0,33.5
2022-07-29,Croissant,82.0,4,29,7,2022,30,0,118.0,49.0,90.0,80.0,72.0,54.09,83.5,29.85
2022-07-29,Danish,22.0,4,29,7,2022,30,0,8.0,17.0,53.0,42.0,12.0,30.3,39.5,22.88
2022-07-30,Danish,53.0,5,30,7,2022,30,1,62.0,53.0,53.0,57.0,24.0,30.3,43.0,16.69
2022-07-30,Croissant,109.0,5,30,7,2022,30,1,79.0,92.0,95.0,125.0,89.0,54.09,74.5,19.67
2022-07-31,Danish,33.0,6,31,7,2022,30,1,48.0,53.0,49.0,63.0,9.0,30.3,40.75,13.6
2022-07-31,Croissant,124.0,6,31,7,2022,30,1,46.0,54.0,87.0,51.0,79.0,54.09,82.0,26.5
2022-08-04,Danish,57.0,3,4,8,2022,31,0,40.0,40.0,45.0,46.0,14.0,30.3,37.0,12.99
2022-08-04,Croissant,110.0,3,4,8,2022,31,0,91.0,49.0,88.0,69.0,53.0,54.09,101.5,18.73
2022-08-05,Danish,30.0,4,5,8,2022,31,0,22.0,8.0,17.0,53.0,16.0,30.3,41.25,16.58
2022-08-05,Croissant,74.0,4,5,8,2022,31,0,82.0,118.0,49.0,90.0,87.0,54.09,106.25,17.56
2022-08-06,Danish,45.0,5,6,8,2022,31,1,53.0,62.0,53.0,53.0,13.0,30.3,43.25,13.72
2022-08-06,Croissant,114.0,5,6,8,2022,31,1,109.0,79.0,92.0,95.0,133.0,54.09,104.25,21.3
2022-08-07,Croissant,100.0,6,7,8,2022,31,1,124.0,46.0,54.0,87.0,64.0,54.09,105.5,21.81
2022-08-07,Danish,27.0,6,7,8,2022,31,1,33.0,48.0,53.0,49.0,15.0,30.3,41.25,12.34
2022-08-11,Croissant,101.0,3,11,8,2022,32,0,110.0,91.0,49.0,88.0,55.0,54.09,99.5,17.99
2022-08-11,Danish,57.0,3,11,8,2022,32,0,57.0,40.0,40.0,45.0,11.0,30.3,39.75,13.94
2022-08-12,Danish,36.0,4,12,8,2022,32,0,30.0,22.0,8.0,17.0,13.0,30.3,34.0,9.64
2022-08-12,Croissant,98.0,4,12,8,2022,32,0,74.0,82.0,118.0,49.0,68.0,54.09,97.25,16.76
2022-08-13,Danish,47.0,5,13,8,2022,32,1,45.0,53.0,62.0,53.0,19.0,30.3,36.0,9.0
2022-08-13,Croissant,102.0,5,13,8,2022,32,1,114.0,109.0,79.0,92.0,99.0,54.09,103.25,7.27
2022-08-14,Croissant,104.0,6,14,8,2022,32,1,100.0,124.0,46.0,54.0,47.0,54.09,100.25,1.71
2022-08-14,Danish,51.0,6,14,8,2022,32,1,27.0,33.0,48.0,53.0,16.0,30.3,36.67,10.02
2022-08-18,Croissant,35.0,3,18,8,2022,33,0,101.0,110.0,91.0,49.0,82.0,54.09,101.25,2.5
2022-08-18,Danish,2.0,3,18,8,2022,33,0,57.0,57.0,40.0,40.0,15.0,30.3,44.67,7.77
2022-08-19,Danish,55.0,4,19,8,2022,33,0,36.0,30.0,22.0,8.0,3.0,30.3,34.0,22.26
2022-08-19,Croissant,47.0,4,19,8,2022,33,0,98.0,74.0,82.0,118.0,73.0,54.09,84.75,33.26
2022-08-20,Croissant,97.0,5,20,8,2022,33,1,102.0,114.0,109.0,79.0,125.0,54.09,72.0,36.14
2022-08-20,Danish,48.0,5,20,8,2022,33,1,47.0,45.0,53.0,62.0,31.0,30.3,38.75,24.72
2022-08-21,Danish,42.0,6,21,8,2022,33,1,51.0,27.0,33.0,48.0,5.0,30.3,39.0,24.83
